date,sales,
11/05/2017,24,
10/09/2017,24,
09/21/2016,602,
09/21/2016,8,
12/02/2015,59,
12/02/2015,17,
12/02/2015,40,
09/21/2015,26,
09/21/2015,37,
09/21/2015,7,
04/12/2015,1076,
04/12/2015,439,
04/12/2015,19,
04/12/2015,309,
10/20/2018,14,
10/20/2018,40,
10/20/2018,146,
10/25/2017,784,
11/01/2016,8,
11/03/2018,42,
05/12/2016,13,
05/12/2016,26,
09/07/2016,48,
07/25/2016,10,
07/25/2016,13,
07/25/2016,705,
07/25/2016,562,
11/16/2016,180,
11/16/2016,186,
11/16/2016,215,
11/16/2016,1000,
11/16/2016,654,
09/01/2016,115,
09/01/2016,61,
09/01/2016,125,
09/01/2016,1089,
05/05/2017,7,
05/05/2017,299,
12/31/2017,303,
09/18/2018,9,
09/18/2018,48,
09/25/2015,34,
09/25/2015,301,
09/25/2015,3,
09/25/2015,4,
04/23/2017,109,
04/23/2017,56,
04/23/2017,79,
11/01/2015,444,
11/01/2015,156,
01/26/2018,16,
01/26/2018,8,
11/11/2018,11,
11/11/2018,20,
11/11/2018,122,
06/09/2017,696,
09/03/2016,121,
03/14/2015,1140,
08/31/2018,230,
03/23/2018,144,
05/18/2018,37,
12/27/2017,846,
11/17/2018,51,
09/10/2018,763,
04/08/2018,57,
04/08/2018,2691,
11/28/2017,8,
06/02/2017,65,
12/17/2018,29,
03/19/2017,15,
03/19/2017,21,
08/20/2018,41,
07/25/2018,21,
08/26/2017,1604,
08/15/2017,226,
05/19/2018,68,
05/19/2018,378,
05/19/2018,1629,
05/19/2018,287,
08/12/2018,21,
08/13/2018,32,
08/13/2018,84,
08/13/2018,60,
08/13/2018,32,
11/10/2017,15,
11/10/2017,39,
06/12/2018,18,
03/22/2015,75,
03/22/2015,315,
06/15/2018,5,
11/16/2018,812,
12/29/2018,7,
01/21/2017,154,
01/21/2017,1014,
01/15/2017,53,
01/15/2017,5,
01/15/2017,255,
09/19/2017,26,
09/19/2017,28,
02/21/2015,9,
11/11/2017,7,
01/30/2017,18,
10/18/2017,308,
12/18/2018,7,
12/18/2018,13,
12/18/2018,33,
11/02/2018,24,
04/29/2015,52,
04/29/2015,18,
10/23/2018,12,
10/23/2018,27,
10/23/2018,70,
10/23/2018,36,
03/30/2015,50,
01/04/2017,960,
04/26/2016,409,
09/12/2016,480,
09/12/2016,13,
09/11/2018,185,
06/12/2017,24,
06/27/2017,38,
06/27/2017,540,
09/26/2015,311,
11/03/2018,9,
11/03/2018,53,
11/03/2018,15,
02/19/2018,12,
11/05/2016,388,
06/16/2015,42,
06/16/2015,35,
06/16/2015,40,
10/12/2016,136,
10/12/2016,13,
10/12/2016,264,
08/27/2018,6,
11/23/2017,16,
11/23/2017,15,
11/23/2017,71,
01/30/2018,130,
11/30/2016,4,
06/28/2015,7,
09/02/2015,20,
09/02/2015,71,
07/10/2018,19,
06/04/2018,9,
10/19/2018,1634,
11/18/2018,20,
08/08/2016,7,
08/08/2016,8,
08/08/2016,145,
12/06/2017,157,
12/06/2017,432,
12/06/2017,36,
12/06/2017,48,
12/06/2017,249,
12/06/2017,190,
12/06/2017,60,
03/25/2018,91,
03/25/2018,1527,
03/25/2018,369,
11/19/2018,306,
11/19/2018,19,
11/04/2017,39,
12/14/2018,27,
12/14/2018,65,
12/14/2018,44,
11/12/2018,42,
11/12/2018,24,
11/12/2018,114,
11/12/2018,114,
11/12/2018,8,
11/12/2018,672,
08/18/2017,40,
06/27/2018,192,
05/04/2018,3,
12/24/2016,20,
12/24/2016,46,
04/26/2018,21,
04/26/2018,40,
12/16/2018,82,
12/16/2018,98,
12/16/2018,25,
12/16/2018,19,
12/27/2015,33,
12/27/2015,31,
11/06/2018,500,
11/06/2018,32,
11/06/2018,14,
11/06/2018,29,
11/06/2018,260,
12/16/2018,11,
05/07/2016,245,
05/07/2016,16,
12/04/2018,189,
10/03/2018,23,
01/13/2015,546,
06/12/2016,21,
06/12/2016,44,
07/12/2015,124,
07/12/2015,12,
12/06/2015,54,
12/06/2015,276,
05/25/2017,25,
05/25/2017,20,
05/25/2017,1268,
02/21/2017,13,
02/21/2017,19,
02/21/2017,450,
02/21/2017,32,
10/02/2017,62,
03/11/2018,896,
09/09/2017,56,
07/14/2015,56,
06/21/2015,25,
06/21/2015,4,
06/21/2015,96,
06/21/2015,207,
06/21/2015,45,
06/21/2015,10,
07/05/2016,19,
12/16/2018,34,
09/08/2017,208,
05/17/2015,92,
10/13/2018,905,
10/24/2015,35,
12/05/2017,192,
07/25/2017,244,
04/17/2018,13,
04/17/2018,2550,
04/17/2018,22,
04/17/2018,9,
04/17/2018,21,
09/17/2016,345,
08/23/2017,728,
08/23/2017,23,
08/23/2017,667,
11/08/2016,6,
11/08/2016,93,
11/08/2016,67,
11/08/2016,92,
11/17/2018,328,
11/08/2016,53,
11/08/2016,18,
04/22/2018,255,
08/24/2015,9,
12/17/2018,505,
03/24/2017,404,
09/21/2016,195,
09/21/2016,26,
11/21/2017,196,
09/16/2018,21,
06/11/2016,54,
06/11/2016,37,
06/11/2016,57,
06/11/2016,33,
06/11/2016,30,
10/03/2018,172,
05/05/2017,17,
09/11/2018,13,
09/11/2018,23,
09/11/2018,2055,
04/30/2016,1023,
11/06/2018,14,
11/06/2018,27,
09/30/2015,44,
04/02/2018,412,
04/02/2018,360,
10/06/2018,42,
10/06/2018,228,
10/06/2018,38,
04/09/2017,518,
04/09/2017,6,
08/28/2016,2800,
10/19/2018,9,
10/19/2018,32,
10/19/2018,31,
10/19/2018,25,
11/07/2017,120,
03/03/2018,27,
11/27/2016,84,
11/27/2016,105,
03/13/2018,91,
03/13/2018,141,
03/13/2018,215,
03/13/2018,46,
03/13/2018,289,
11/30/2018,664,
11/17/2015,2935,
11/17/2015,125,
11/17/2015,58,
01/03/2017,115,
10/03/2016,121,
07/20/2015,343,
07/20/2015,17,
07/20/2015,982,
05/21/2015,32,
09/04/2018,13,
09/04/2018,44,
05/27/2018,59,
05/27/2018,540,
01/28/2015,4,
02/09/2018,253,
02/09/2018,128,
02/09/2018,4,
02/09/2018,13,
03/31/2018,61,
03/31/2018,672,
03/03/2017,448,
03/03/2017,480,
03/03/2017,167,
08/23/2016,32,
08/23/2016,11,
08/23/2016,13,
08/23/2016,6,
04/27/2018,34,
04/27/2018,221,
04/14/2018,11,
04/14/2018,243,
12/22/2018,696,
12/22/2018,221,
12/08/2017,13,
03/23/2018,26,
07/25/2017,16,
07/10/2018,299,
07/17/2017,22,
07/17/2017,243,
07/17/2017,8,
07/17/2017,52,
07/17/2017,266,
08/23/2017,838,
08/23/2017,136,
08/23/2017,35,
08/23/2017,533,
08/23/2017,44,
08/23/2017,16,
06/11/2016,1124,
06/11/2016,250,
06/11/2016,49,
06/11/2016,61,
06/11/2016,79,
06/11/2016,4,
06/11/2016,1037,
06/11/2016,564,
09/08/2018,259,
10/02/2018,50,
12/16/2015,45,
12/16/2015,242,
12/16/2015,395,
12/16/2015,628,
08/24/2015,14,
08/24/2015,13,
11/12/2018,31,
11/12/2018,78,
11/12/2018,68,
11/12/2018,13,
11/12/2018,45,
11/12/2018,23,
04/25/2016,207,
12/12/2015,211,
09/25/2018,120,
09/25/2018,11,
09/05/2017,348,
02/11/2018,964,
02/11/2018,89,
06/30/2015,33,
06/07/2017,33,
12/20/2015,32,
12/15/2016,2026,
12/15/2016,1800,
12/15/2016,102,
12/15/2016,263,
07/20/2018,736,
08/03/2015,94,
08/24/2016,285,
08/24/2016,26,
03/26/2017,68,
03/26/2017,120,
09/12/2015,6,
09/21/2015,16,
09/21/2015,79,
09/21/2015,60,
09/21/2015,39,
09/21/2015,240,
09/21/2015,20,
10/29/2017,67,
05/28/2017,391,
05/28/2017,63,
12/21/2018,24,
03/21/2017,4,
03/21/2017,529,
03/21/2017,14,
11/11/2018,182,
09/23/2018,181,
09/23/2018,48,
09/10/2018,19,
12/05/2018,21,
12/05/2018,59,
12/05/2018,255,
11/09/2018,10,
11/09/2018,827,
11/09/2018,1634,
11/09/2018,545,
11/07/2015,27,
11/07/2015,75,
03/12/2018,70,
10/20/2018,4,
10/20/2018,21,
12/27/2016,13,
10/02/2018,66,
06/04/2018,7,
09/01/2015,4,
09/01/2015,32,
08/08/2017,24,
07/22/2018,30,
07/10/2016,4,
12/01/2015,96,
12/18/2018,19,
05/18/2015,150,
05/18/2015,16,
11/10/2015,602,
11/10/2015,11,
11/10/2015,40,
11/10/2015,63,
11/10/2015,54,
11/10/2015,40,
01/09/2017,350,
01/09/2017,378,
09/22/2018,14,
09/22/2018,12,
12/23/2015,208,
05/26/2017,2,
05/26/2017,35,
07/08/2018,76,
05/13/2015,150,
11/10/2018,932,
11/10/2018,431,
10/02/2016,95,
10/02/2016,52,
10/02/2016,90,
10/02/2015,10,
10/02/2015,5,
10/02/2015,319,
10/02/2015,13,
10/02/2015,16,
10/02/2015,231,
10/02/2015,8,
08/11/2015,376,
09/01/2018,115,
04/16/2018,27,
04/16/2018,3,
04/16/2018,33,
04/24/2017,4,
01/15/2017,182,
05/02/2017,45,
05/02/2017,46,
11/20/2017,319,
11/20/2017,123,
11/20/2017,8,
02/01/2017,57,
03/31/2018,14,
12/01/2018,220,
12/01/2018,318,
12/10/2018,50,
12/10/2018,325,
12/10/2018,19,
09/17/2017,114,
09/17/2017,106,
12/23/2017,25,
04/17/2018,61,
10/27/2018,8,
10/27/2018,28,
07/08/2017,108,
07/08/2017,20,
08/09/2016,5,
12/09/2017,80,
12/09/2017,3,
11/13/2017,4,
11/14/2015,21,
11/17/2015,100,
11/17/2015,734,
11/17/2015,242,
03/04/2017,11,
10/11/2015,282,
10/11/2015,202,
05/22/2015,136,
05/22/2015,45,
07/15/2015,3,
07/15/2015,7,
12/27/2016,8,
02/09/2016,204,
05/08/2018,3360,
11/02/2018,19,
11/02/2018,28,
04/05/2015,23,
04/05/2015,29,
04/05/2015,13,
04/05/2015,23,
04/05/2015,4165,
09/17/2015,48,
09/17/2015,5,
09/30/2015,16,
09/12/2015,64,
02/20/2018,7,
02/20/2018,14,
12/13/2016,495,
12/13/2016,30,
12/13/2016,249,
12/13/2016,37,
10/30/2017,12,
12/26/2015,12,
12/26/2015,4,
08/15/2015,31,
10/01/2018,1705,
05/23/2016,20,
05/23/2016,122,
11/16/2018,1920,
11/18/2015,51,
11/18/2015,77,
11/18/2015,540,
11/18/2015,61,
11/18/2015,2,
12/30/2015,13,
12/30/2015,218,
12/30/2015,329,
12/30/2015,3,
12/30/2015,48,
11/05/2016,26,
09/17/2017,233,
03/20/2017,87,
09/27/2015,604,
09/27/2015,82,
12/24/2018,272,
12/24/2018,15,
11/10/2018,342,
09/11/2016,182,
09/11/2016,9,
12/20/2015,44,
12/20/2015,663,
12/20/2015,26,
07/23/2016,69,
07/23/2016,129,
11/11/2015,897,
11/11/2015,2,
11/11/2015,68,
11/11/2015,22,
11/11/2015,263,
11/11/2015,149,
11/11/2015,242,
12/14/2018,228,
12/14/2018,53,
12/14/2018,3,
08/21/2018,18,
08/21/2018,432,
08/21/2018,130,
08/21/2018,569,
08/21/2018,118,
08/21/2018,204,
08/21/2018,52,
08/27/2017,123,
08/27/2017,245,
08/27/2017,60,
08/27/2017,82,
08/27/2017,12,
08/27/2017,29,
08/13/2016,51,
11/05/2018,17,
08/17/2017,16,
12/26/2017,90,
09/23/2015,436,
09/23/2015,84,
07/19/2015,360,
07/19/2015,71,
07/19/2015,21,
07/19/2015,4,
09/07/2018,74,
05/06/2017,4,
05/06/2017,27,
06/04/2016,31,
06/04/2016,36,
12/13/2016,20,
12/13/2016,38,
07/16/2017,10,
01/31/2015,291,
07/09/2015,11,
07/09/2015,15,
11/21/2016,142,
11/21/2016,67,
03/25/2017,1288,
09/23/2018,26,
09/23/2018,161,
12/04/2016,29,
12/04/2016,365,
12/04/2016,40,
12/04/2016,362,
11/01/2017,112,
03/17/2018,14,
03/17/2018,11,
11/23/2018,25,
08/27/2018,3,
12/04/2016,18,
12/04/2016,385,
12/04/2016,1800,
10/07/2018,581,
10/07/2018,19,
10/07/2018,223,
10/07/2018,51,
10/07/2018,155,
03/25/2018,7,
08/09/2015,1092,
08/09/2015,220,
11/22/2015,7,
06/10/2018,41,
07/01/2018,444,
07/01/2018,170,
07/01/2018,26,
11/21/2015,37,
11/21/2015,630,
11/21/2015,194,
11/21/2015,6,
05/04/2016,23,
05/29/2018,66,
10/17/2016,78,
04/23/2015,282,
04/23/2015,282,
04/23/2015,8,
04/23/2015,23,
04/30/2018,11,
09/20/2017,66,
09/20/2017,272,
09/20/2017,12,
09/20/2017,78,
09/20/2017,49,
09/02/2017,2,
09/02/2017,9,
04/27/2016,44,
04/27/2016,6,
09/06/2016,272,
05/28/2017,263,
05/28/2017,183,
05/28/2017,132,
05/28/2017,23,
05/28/2017,559,
09/24/2016,16,
09/24/2016,1409,
07/03/2018,33,
07/03/2018,216,
07/03/2018,31,
12/08/2018,30,
12/08/2018,129,
12/08/2018,61,
12/05/2018,25,
12/05/2018,15,
09/27/2016,16,
09/27/2016,25,
10/30/2018,17,
10/30/2018,252,
10/30/2018,55,
11/29/2016,5,
03/11/2015,109,
11/19/2018,17,
11/19/2018,2505,
07/29/2017,85,
06/12/2016,30,
08/06/2017,71,
06/11/2018,4,
10/07/2017,28,
09/08/2015,57,
09/08/2015,15,
09/08/2015,5,
03/16/2015,472,
03/01/2016,59,
07/09/2016,6,
02/20/2017,17,
09/16/2018,72,
09/16/2018,23,
09/16/2018,4,
09/16/2018,539,
09/16/2018,48,
11/05/2018,493,
02/20/2016,287,
11/25/2017,6,
12/03/2018,48,
09/10/2016,62,
09/10/2016,362,
09/10/2016,279,
12/14/2017,134,
04/06/2016,48,
12/01/2017,17,
11/12/2018,11,
11/12/2018,19,
03/03/2018,181,
03/03/2018,100,
11/27/2017,35,
11/27/2017,152,
08/31/2015,93,
12/08/2017,9,
12/08/2017,46,
12/08/2017,1422,
04/07/2015,9,
08/27/2015,580,
08/27/2015,30,
08/27/2015,1203,
10/21/2017,8,
11/30/2017,37,
09/05/2018,148,
07/02/2016,409,
07/02/2016,383,
07/02/2016,69,
07/02/2016,436,
07/02/2016,12,
09/24/2018,72,
09/24/2018,656,
09/24/2018,604,
08/08/2017,514,
08/08/2017,488,
08/08/2017,16,
09/29/2017,210,
09/29/2017,63,
09/29/2017,26,
04/10/2018,11,
04/10/2018,96,
12/18/2017,901,
06/20/2015,202,
06/20/2015,4,
06/20/2015,194,
06/20/2015,16,
06/20/2015,12,
06/20/2015,419,
06/20/2015,510,
09/04/2018,826,
09/04/2018,18,
09/04/2018,7,
12/20/2017,67,
08/09/2017,31,
08/09/2017,45,
08/09/2017,570,
06/22/2016,797,
04/10/2016,13,
11/21/2017,41,
11/21/2017,405,
09/05/2017,116,
11/24/2017,658,
12/10/2018,600,
12/10/2018,39,
12/10/2018,46,
06/24/2017,39,
09/17/2016,88,
05/19/2017,22,
05/28/2017,55,
04/18/2015,288,
04/18/2015,14,
04/18/2015,11,
04/18/2015,12,
06/17/2017,41,
05/09/2015,84,
05/09/2015,10,
05/09/2015,21,
05/09/2015,46,
09/18/2017,6,
09/18/2017,100,
09/18/2017,3,
12/23/2018,29,
12/23/2018,30,
10/30/2018,106,
10/30/2018,36,
10/30/2018,34,
10/30/2018,30,
03/29/2017,46,
03/29/2017,845,
03/29/2017,813,
11/23/2018,8,
03/23/2015,331,
03/23/2015,605,
12/01/2018,46,
12/01/2018,11,
11/07/2018,22,
11/07/2018,440,
09/04/2018,9,
09/04/2018,26,
09/04/2018,5,
09/04/2018,12,
07/03/2017,13,
07/03/2017,4,
09/07/2018,1578,
09/09/2017,16,
07/03/2018,60,
07/03/2018,2396,
07/03/2018,1688,
07/03/2018,8,
06/29/2018,6,
08/07/2018,12,
08/07/2018,105,
03/19/2016,15,
06/07/2017,5,
06/07/2017,5,
07/25/2017,8,
07/25/2017,66,
07/25/2017,2431,
10/01/2018,105,
12/10/2016,4,
12/10/2016,802,
12/10/2016,192,
12/10/2016,3,
09/03/2018,6,
09/24/2018,1170,
12/19/2018,1666,
11/24/2018,3,
11/24/2018,1444,
12/13/2015,3,
12/05/2017,466,
09/11/2017,23,
09/11/2017,38,
12/09/2018,3,
09/09/2015,16,
09/09/2015,65,
09/09/2015,18,
09/09/2015,136,
06/26/2018,432,
11/17/2015,13,
11/17/2015,658,
08/21/2018,278,
08/21/2018,26,
08/21/2018,92,
03/12/2017,30,
09/23/2015,140,
04/28/2015,7,
04/28/2015,28,
04/28/2015,178,
11/29/2017,59,
12/03/2016,17,
12/03/2016,37,
11/19/2018,719,
11/19/2018,32,
09/05/2017,10,
09/04/2018,488,
09/04/2018,6,
09/04/2018,218,
09/22/2017,41,
09/22/2017,64,
09/14/2015,143,
09/14/2015,8,
05/19/2018,682,
05/19/2018,4,
05/19/2018,6,
05/19/2018,37,
08/09/2015,2061,
11/26/2018,53,
11/26/2018,214,
05/03/2018,70,
05/03/2018,764,
11/10/2017,10,
11/10/2017,42,
11/10/2017,90,
11/10/2017,23,
11/10/2017,335,
11/10/2017,149,
11/10/2017,5,
11/10/2017,179,
11/10/2017,70,
12/20/2015,488,
12/20/2015,48,
12/20/2015,5,
12/20/2015,156,
07/25/2015,7,
07/25/2015,16,
11/22/2016,3,
11/22/2016,56,
12/09/2018,105,
12/09/2018,35,
12/09/2018,34,
12/09/2018,15,
08/31/2018,639,
04/24/2018,114,
09/08/2018,10,
03/12/2016,9,
03/12/2016,31,
03/12/2016,7,
07/18/2017,34,
06/13/2017,378,
07/03/2018,259,
07/03/2018,25,
12/08/2015,28,
12/08/2015,7,
12/08/2015,53,
12/08/2015,14,
12/08/2015,104,
12/08/2015,12,
12/08/2015,11,
12/08/2015,40,
04/08/2017,9,
04/08/2017,122,
11/06/2018,128,
11/06/2018,48,
12/05/2016,45,
07/09/2016,16,
07/09/2016,465,
07/09/2016,182,
07/09/2016,13,
07/09/2016,85,
07/09/2016,80,
07/09/2016,154,
07/09/2016,44,
07/09/2016,99,
12/13/2017,10,
05/20/2017,3,
06/02/2018,26,
06/02/2018,44,
10/30/2016,60,
10/30/2016,440,
10/30/2016,88,
10/30/2016,16,
10/15/2017,233,
10/15/2017,67,
10/15/2017,44,
11/19/2016,142,
09/13/2015,80,
11/13/2018,164,
12/24/2018,38,
01/09/2017,16,
06/13/2016,25,
06/13/2016,20,
06/13/2016,900,
06/13/2016,33,
03/18/2018,24,
11/23/2015,7,
11/23/2015,35,
11/23/2015,6,
10/15/2018,511,
10/15/2018,205,
04/21/2018,12,
04/21/2018,163,
12/08/2015,46,
12/08/2015,604,
05/29/2018,24,
09/19/2017,6,
09/19/2017,250,
09/17/2017,34,
12/20/2017,19,
12/20/2017,16,
11/22/2018,36,
12/30/2015,552,
04/03/2018,8,
12/26/2017,19,
06/05/2017,361,
06/05/2017,12,
06/05/2017,15,
09/18/2016,42,
09/18/2016,637,
09/18/2016,500,
09/18/2016,1260,
09/18/2016,66,
03/06/2018,27,
03/06/2018,72,
03/17/2017,130,
03/17/2017,33,
12/09/2017,11,
12/09/2017,60,
12/09/2017,62,
01/15/2017,17,
01/15/2017,61,
01/15/2017,50,
10/24/2015,12,
09/23/2017,119,
09/23/2017,369,
08/27/2018,199,
08/27/2018,322,
08/27/2018,880,
08/27/2018,29,
08/27/2018,231,
08/27/2018,117,
08/27/2018,842,
08/27/2018,355,
03/03/2017,43,
03/03/2017,564,
02/28/2017,112,
09/18/2016,12,
09/18/2016,17,
09/18/2016,25,
05/12/2018,88,
08/13/2017,242,
08/13/2017,9,
02/25/2018,2,
03/21/2017,100,
03/21/2017,2,
12/08/2016,120,
12/16/2015,1014,
12/16/2015,2,
12/17/2017,2004,
05/12/2017,83,
08/06/2015,63,
04/11/2015,7,
04/11/2015,384,
04/11/2015,11,
04/11/2015,336,
05/03/2016,666,
11/30/2018,72,
02/16/2018,38,
11/16/2015,274,
07/09/2016,270,
11/13/2018,9,
11/13/2018,721,
07/31/2018,42,
12/26/2018,4,
10/31/2017,1086,
09/04/2017,4,
09/04/2017,63,
04/17/2017,30,
07/05/2015,181,
02/27/2016,5,
02/27/2016,17,
11/27/2016,30,
01/27/2015,58,
01/27/2015,333,
01/27/2015,37,
09/23/2018,252,
11/04/2018,524,
11/04/2018,1360,
10/14/2017,103,
10/14/2017,23,
10/14/2017,94,
10/14/2017,13,
10/14/2017,36,
10/14/2017,40,
11/12/2016,12,
11/12/2016,6,
11/12/2016,5,
11/12/2016,524,
11/12/2016,101,
11/12/2016,147,
03/05/2018,26,
11/05/2016,20,
07/08/2017,824,
07/08/2017,16,
09/15/2016,802,
09/15/2016,60,
09/15/2016,1057,
10/09/2018,13,
10/09/2018,315,
10/09/2018,19,
10/09/2018,19,
09/14/2016,992,
09/14/2016,880,
09/14/2016,13,
10/07/2015,108,
05/07/2018,1459,
05/07/2018,27,
05/07/2018,477,
05/07/2018,88,
11/14/2016,77,
11/14/2016,20,
11/24/2015,1050,
11/24/2015,612,
04/08/2015,3,
04/08/2015,20,
07/26/2015,912,
07/26/2015,675,
07/26/2015,135,
07/26/2015,171,
06/08/2015,171,
10/28/2015,8,
10/28/2015,7,
10/28/2015,481,
10/28/2015,617,
10/28/2015,142,
11/25/2018,502,
09/22/2018,692,
09/22/2018,35,
12/04/2016,86,
09/21/2016,86,
11/26/2018,34,
06/06/2018,5,
06/06/2018,27,
10/23/2018,4,
10/23/2018,824,
10/23/2018,11,
12/20/2015,448,
02/17/2018,481,
02/17/2018,125,
05/03/2015,41,
05/03/2015,11,
10/17/2018,11,
11/28/2016,152,
07/27/2015,238,
04/23/2018,156,
10/23/2016,149,
10/23/2016,241,
10/23/2016,192,
10/23/2016,12,
10/23/2016,12,
10/23/2016,843,
09/05/2017,24,
09/05/2017,87,
09/05/2017,109,
09/05/2017,11,
10/28/2017,39,
04/05/2015,50,
04/05/2015,53,
06/15/2016,10,
06/15/2016,83,
06/15/2016,365,
06/15/2016,41,
07/05/2015,5,
01/29/2018,13,
03/03/2017,135,
06/02/2015,9,
06/02/2015,240,
06/02/2015,357,
11/24/2017,660,
11/24/2017,1685,
11/24/2017,560,
11/10/2017,280,
11/22/2015,10,
05/01/2018,49,
12/07/2018,4,
12/07/2018,16,
11/30/2018,3,
12/07/2018,128,
01/03/2016,11,
11/14/2016,48,
10/02/2016,271,
04/05/2016,99,
04/05/2016,564,
04/05/2016,11,
04/05/2016,548,
04/05/2016,15,
04/05/2016,42,
04/05/2016,8,
04/05/2016,353,
06/05/2018,471,
09/18/2018,20,
09/18/2018,10,
07/18/2018,802,
07/18/2018,162,
07/18/2018,17,
07/18/2018,8,
07/18/2018,312,
12/01/2016,62,
12/01/2016,64,
06/28/2017,360,
08/28/2018,26,
08/28/2018,27,
09/17/2015,31,
09/17/2015,58,
09/17/2015,36,
09/17/2015,138,
03/14/2017,242,
03/14/2017,6,
03/14/2017,146,
08/26/2017,6,
08/26/2017,48,
09/02/2018,10,
09/02/2018,74,
09/02/2018,202,
06/16/2016,29,
06/16/2016,28,
06/16/2016,198,
12/10/2017,1425,
05/18/2018,15,
05/18/2018,4,
05/27/2018,26,
06/23/2017,836,
05/16/2017,18,
11/18/2018,45,
11/18/2018,3,
11/18/2017,7,
11/18/2017,49,
11/18/2017,20,
11/18/2017,256,
11/28/2015,18,
03/01/2017,160,
01/15/2018,13,
04/04/2015,6,
04/04/2015,80,
06/26/2017,23,
05/29/2017,12,
05/29/2017,5,
05/29/2017,45,
10/19/2016,39,
10/19/2016,150,
02/19/2018,13,
02/19/2018,45,
09/22/2017,8,
11/12/2015,8,
04/01/2017,89,
05/20/2017,41,
06/01/2016,6,
06/01/2016,43,
11/22/2015,54,
02/22/2016,80,
03/29/2017,14,
03/29/2017,30,
03/29/2017,414,
03/29/2017,42,
10/22/2017,40,
10/02/2018,9,
10/02/2018,85,
12/23/2015,54,
12/23/2015,57,
12/15/2018,23,
07/07/2017,288,
07/07/2017,2800,
07/07/2017,49,
04/17/2017,258,
04/08/2018,2592,
04/08/2018,42,
04/17/2017,80,
11/25/2015,53,
11/03/2015,287,
05/01/2016,64,
05/01/2016,42,
05/01/2016,173,
03/08/2016,513,
03/08/2016,861,
03/08/2016,770,
03/08/2016,15,
03/08/2016,374,
07/17/2016,232,
10/11/2015,64,
10/11/2015,345,
03/03/2017,638,
03/03/2017,288,
03/03/2017,37,
12/10/2016,2,
12/10/2016,26,
12/10/2016,102,
12/18/2016,7,
01/01/2018,475,
11/21/2018,9,
11/21/2018,40,
12/22/2016,18,
08/23/2016,543,
08/23/2016,9,
08/23/2016,194,
08/23/2016,22,
08/23/2016,98,
08/23/2016,252,
08/23/2016,26,
06/22/2015,171,
06/22/2015,83,
06/22/2015,854,
10/27/2018,557,
10/27/2018,96,
08/11/2018,30,
08/11/2018,10,
08/11/2018,154,
08/11/2018,13,
12/24/2018,480,
12/24/2018,233,
09/26/2017,237,
09/26/2017,30,
09/26/2017,100,
12/12/2017,19,
12/12/2017,384,
12/28/2016,25,
12/29/2015,25,
12/29/2015,22,
12/29/2015,768,
12/29/2015,15,
12/29/2015,192,
12/29/2015,275,
12/29/2015,71,
06/25/2016,205,
04/02/2016,10,
10/21/2018,24,
07/16/2016,81,
07/16/2016,600,
06/24/2018,277,
06/24/2018,173,
09/29/2015,5,
09/29/2015,410,
09/29/2015,56,
09/29/2015,21,
09/29/2015,1802,
09/29/2015,68,
11/24/2015,647,
11/20/2016,73,
11/20/2016,573,
11/01/2017,69,
09/17/2016,26,
03/10/2017,40,
06/23/2015,21,
06/23/2015,4,
11/01/2015,8,
11/01/2015,11,
11/01/2015,48,
11/01/2015,979,
08/28/2017,14,
08/28/2017,11,
08/28/2017,157,
12/06/2016,1000,
09/24/2016,822,
11/15/2018,221,
11/15/2018,340,
12/19/2016,8,
12/19/2016,6,
12/19/2016,117,
12/21/2016,48,
09/25/2017,61,
09/25/2017,6,
06/24/2018,183,
06/24/2018,11,
09/07/2018,8,
08/04/2017,303,
08/04/2017,21,
08/04/2017,12,
08/19/2015,639,
04/01/2017,21,
04/01/2017,11,
04/01/2017,15,
05/16/2018,222,
08/24/2016,3080,
08/24/2016,80,
08/24/2016,588,
09/23/2015,33,
09/23/2015,405,
09/23/2015,9450,
09/23/2015,13,
06/19/2018,3,
06/19/2018,1,
06/19/2018,147,
12/21/2018,16,
08/07/2018,160,
08/07/2018,14,
08/22/2017,5,
09/07/2016,14,
09/07/2016,28,
12/25/2016,74,
12/25/2016,161,
12/25/2016,18,
12/25/2016,4,
05/02/2016,9,
05/02/2016,159,
11/24/2017,1220,
11/24/2016,4,
11/24/2016,20,
11/24/2016,455,
11/24/2016,92,
09/04/2018,20,
05/11/2018,38,
05/11/2018,38,
05/11/2018,27,
05/11/2015,36,
07/27/2018,92,
05/06/2018,55,
09/19/2015,68,
09/19/2015,2625,
03/29/2016,74,
11/18/2015,15,
07/02/2016,12,
07/02/2016,16,
09/08/2015,45,
09/08/2015,210,
10/02/2018,113,
10/02/2018,1576,
11/19/2018,26,
12/30/2017,7,
12/01/2018,38,
12/01/2018,80,
06/13/2017,19,
05/19/2015,58,
01/30/2018,13,
01/30/2018,9,
01/30/2018,121,
11/28/2016,323,
10/23/2018,10,
10/23/2018,14,
10/23/2018,56,
10/23/2018,260,
09/07/2018,30,
09/07/2018,16,
09/07/2018,5,
12/29/2017,39,
12/29/2017,3,
12/05/2016,48,
12/05/2016,27,
11/01/2015,16,
04/16/2017,13,
05/14/2018,540,
05/14/2018,23,
03/14/2016,17,
03/14/2016,672,
01/14/2018,170,
01/14/2018,169,
03/08/2016,20,
10/11/2015,32,
10/11/2015,434,
04/13/2016,32,
04/13/2016,55,
11/16/2018,49,
07/01/2017,15,
07/01/2017,13,
07/01/2017,59,
11/29/2016,57,
